te.name	strain	contig	start	end	strand	div	uniq.subs	uniq.subs.orf	centromere	denovo	tsd.5	tsd.adjacent	nts	tsd.3.reverse	tsd.3.forward	groups	keep.delete	transcribed	ref.contig	ref.start	ref.chrom	ref.chromatin	ref.region	start.new	tag.present.ref	target	motif	te.start	te.end
b6|2L|19444300-19444939|+|	b6	2L	19444300	19444939	+	0.6	NA	NA	non-centromere	yes	no	no	no	no	no	13	delete	yes	2L_1	19498810	2	eu	.	19498810	NA	Target	Motif:Jockey-3_Dmel_08212020	3664	4302
a4|2L|19446268-19446907|+|	a4	2L	19446268	19446907	+	0.6	1	0	non-centromere	yes	no	no	no	no	no	13	keep	yes	2L_1	19498810	2	eu	.	19498810	NA	Target	Motif:Jockey-3_Dmel_08212020	3664	4302
a3|2L|19340215-19340852|+|	a3	2L	19340215	19340852	+	0.6	NA	NA	non-centromere	yes	no	no	no	no	no	13	delete	yes	2L_1	19498810	2	eu	.	19498810	NA	Target	Motif:Jockey-3_Dmel_08212020	3664	4300
b59|tig00002104|1941960-1942570|-|	b59	tig00002104	1941960	1942570	-	0.5	NA	0	non-centromere	yes	no	no	no	no	no	13	delete	yes	2L_1	19498810	2	eu	.	19498810	NA	Target	Motif:Jockey-3_Dmel_08212020	3664	4273
b2|2L|19490627-19491266|+|	b2	2L	19490627	19491266	+	0.6	NA	NA	non-centromere	yes	no	no	no	no	no	13	delete	yes	2L_1	19498810	2	eu	.	19498810	NA	Target	Motif:Jockey-3_Dmel_08212020	3664	4302
i23|tig00000166|1930907-1935273|+|	i23	tig00000166	1930907	1935273	+	0.8	3	3	non-centromere	yes	yes	yes	yes	no	no	0	keep	yes	3L_1	4147017	3	eu	.	4147017	present	Target	Motif:Jockey-3_Dmel_08212020	1	4303
a1|3R|7599463-7603811|+|	a1	3R	7599463	7603811	+	0.8	0	0	non-centromere	yes	yes	yes	yes	no	no	0	keep	yes	3R_28	3265731	3	eu	.	39121196	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4302
n25|tig00002681|14236022-14238201|+|	n25	tig00002681	14236022	14238201	+	0.6	3	3	non-centromere	yes	no	no	no	no	no	0	keep	no	3L_1	20272191	3	eu	.	20272191	NA	Target	Motif:Jockey-3_Dmel_08212020	2118	4293
i23|tig00001188|8048943-8051469|+|	i23	tig00001188	8048943	8051469	+	0.5	4	4	non-centromere	yes	no	no	no	no	no	0	keep	yes	3R_28	8015551	3	eu	.	43871016	NA	Target	Motif:Jockey-3_Dmel_08212020	1787	4303
a2|2L|19062586-19065086|-|	a2	2L	19062586	19065086	-	0.6	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	2L_1	19062560	2	eu	.	19062560	NA	Target	Motif:Jockey-3_Dmel_08212020	1775	4275
b1|3R|20241426-20244418|-|	b1	3R	20241426	20244418	-	0.6	1	0	non-centromere	yes	no	no	no	no	no	0	keep	yes	3R_28	16286616	3	eu	.	52142081	NA	Target	Motif:Jockey-3_Dmel_08212020	1284	4275
zh26|tig00000069|1757-3900|+|	zh26	tig00000069	1757	3900	+	0.7	8	7	non-centromere	yes	yes	no	no	no	no	0	keep	no	3L_1	19507377	3	eu	.	19507377	present	Target	Motif:Jockey-3_Dmel_08212020	2188	4300
t29a|tig00002049|600622-602711|-|	t29a	tig00002049	600622	602711	-	0.6	0	0	non-centromere	yes	yes	no	no	no	no	0	keep	no	3L_1	19507382	3	eu	.	19507382	present	Target	Motif:Jockey-3_Dmel_08212020	2188	4275
a2|2R|6230912-6231684|+|	a2	2R	6230912	6231684	+	0.4	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	2R_21	2970158	2	eu	.	31535348	NA	Target	Motif:Jockey-3_Dmel_08212020	3528	4299
t29a|tig00001182|4115-4945|-|	t29a	tig00001182	4115	4945	-	0.7	6	6	centromere	yes	no	no	no	yes	no	0	keep	no	3R_5	22336	3	het	centromere	29528112	present	Target	Motif:Jockey-3_Dmel_08212020	3451	4272
a2|2L|15712945-15713814|+|	a2	2L	15712945	15713814	+	0.8	4	4	non-centromere	yes	no	no	no	no	no	0	keep	no	2L_1	15721854	2	eu	.	15721854	NA	Target	Motif:Jockey-3_Dmel_08212020	3435	4303
b6|3R|31380851-31383332|+|	b6	3R	31380851	31383332	+	0.6	4	2	non-centromere	yes	no	no	no	no	yes	0	keep	yes	3R_28	27016805	3	eu	.	62872270	present	Target	Motif:Jockey-3_Dmel_08212020	1824	4303
a2|2R|6029358-6030070|+|	a2	2R	6029358	6030070	+	0.3	1	1	non-centromere	yes	no	yes	no	yes	no	0	keep	no	2R_21	2759374	2	eu	.	31324564	present	Target	Motif:Jockey-3_Dmel_08212020	3591	4302
t29a|tig00000161|242494-244559|+|	t29a	tig00000161	242494	244559	+	0.6	2	2	non-centromere	yes	no	no	no	no	no	0	keep	no	3L_1	17818345	3	eu	.	17818345	NA	Target	Motif:Jockey-3_Dmel_08212020	2241	4302
b6|3R|26090885-26095205|-|	b6	3R	26090885	26095205	-	0.8	0	0	non-centromere	yes	yes	yes	yes	no	no	0	keep	yes	3R_28	21648191	3	eu	.	57503656	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4275
ISO1|Contig49|19009-23354|+|	ISO1	Contig49	19009	23354	+	0.9	2	1	non-centromere	yes	yes	yes	yes	no	no	0	keep	yes	Contig49	19009	.	het	.	NA	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4298
a1|3L|7046184-7046721|+|	a1	3L	7046184	7046721	+	0.2	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3L_1	7134031	3	eu	.	7134031	NA	Target	Motif:Jockey-3_Dmel_08212020	3766	4302
ISO1|Y_scaffold7|18983-23280|+|	ISO1	Y_scaffold7	18983	23280	+	0.9	2	1	non-centromere	yes	yes	yes	yes	no	no	0	keep	no	Y_scaffold7	18983	Y	het	.	2724467	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4295
b6|3L|6752937-6753505|-|	b6	3L	6752937	6753505	-	0.2	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3L_1	6809514	3	eu	.	6809514	NA	Target	Motif:Jockey-3_Dmel_08212020	3708	4275
a2|U_62|22978-25843|+|	a2	U_62	22978	25843	+	0.6	0	0	centromere	yes	yes	no	no	no	no	0	keep	yes	Contig79	23000	X	het	centromere	25247266	NA	Target	Motif:Jockey-3_Dmel_08212020	1432	4300
b1|3R|18198806-18201208|+|	b1	3R	18198806	18201208	+	0.6	0	0	non-centromere	yes	no	no	no	no	no	0	keep	yes	3R_28	14260956	3	eu	.	50116421	NA	Target	Motif:Jockey-3_Dmel_08212020	1902	4303
t29a|tig00155065|12048450-12049334|-|	t29a	tig00155065	12048450	12049334	-	0.1	0	0	non-centromere	yes	yes	no	no	no	no	0	keep	no	3R_28	14206301	3	eu	.	50061766	NA	Target	Motif:Jockey-3_Dmel_08212020	3393	4275
i23|tig00000001|7564615-7566207|+|	i23	tig00000001	7564615	7566207	+	0.6	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	2L_1	10628983	2	eu	.	10628983	NA	Target	Motif:Jockey-3_Dmel_08212020	2716	4303
n25|tig00000006|2647823-2649449|+|	n25	tig00000006	2647823	2649449	+	0.6	2	2	non-centromere	yes	yes	no	no	no	no	0	keep	no	3L_1	2622219	3	eu	.	2622219	present	Target	Motif:Jockey-3_Dmel_08212020	2673	4296
i23|tig00000126|1258284-1259550|+|	i23	tig00000126	1258284	1259550	+	0.5	NA	NA	non-centromere	yes	no	no	no	no	yes	16	delete	no	2L_1	11365843	2	eu	.	11365843	present	Target	Motif:Jockey-3_Dmel_08212020	3045	4303
ISO1|2L_1|11365843-11368214|+|	ISO1	2L_1	11365843	11368214	+	0.7	1	1	non-centromere	yes	no	no	no	no	no	16	keep	yes	2L_1	11365843	2	eu	.	11365843	present	Target	Motif:Jockey-3_Dmel_08212020	1933	4303
a1|3R|3135557-3137756|+|	a1	3R	3135557	3137756	+	0.6	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3_scaffold2	592588	3	het	.	34612970	NA	Target	Motif:Jockey-3_Dmel_08212020	2097	4295
b4|2L|18160121-18164416|+|	b4	2L	18160121	18164416	+	0.9	2	0	non-centromere	yes	yes	yes	no	no	yes	0	keep	yes	2L_1	18338141	2	eu	.	18338141	present	Target	Motif:Jockey-3_Dmel_08212020	3	4295
b1|3R|27183109-27185431|-|	b1	3R	27183109	27185431	-	0.7	1	1	non-centromere	yes	no	no	no	no	no	0	keep	yes	3R_28	23238840	3	eu	.	59094305	NA	Target	Motif:Jockey-3_Dmel_08212020	1954	4275
i23|tig00026816|2767938-2768939|-|	i23	tig00026816	2767938	2768939	-	0.3	0	0	non-centromere	yes	yes	no	no	yes	no	0	keep	no	3L_1	16609636	3	eu	.	16609636	present	Target	Motif:Jockey-3_Dmel_08212020	3278	4276
a2|3L|23283626-23286951|-|	a2	3L	23283626	23286951	-	0.6	2	1	non-centromere	yes	yes	no	no	no	yes	0	keep	yes	3L_1	23218015	3	het	.	23218015	present	Target	Motif:Jockey-3_Dmel_08212020	972	4296
ore|3R|1520895-1521637|+|	ore	3R	1520895	1521637	+	0.1	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3_scaffold1	1173017	3	het	.	32747365	NA	Target	Motif:Jockey-3_Dmel_08212020	3555	4299
ISO1|Contig150|100690-103199|+|	ISO1	Contig150	100690	103199	+	1.1	1	1	non-centromere	yes	yes	yes	yes	no	no	0	keep	no	Contig150	100690	.	het	.	NA	reference	Target	Motif:Jockey-3_Dmel_08212020	1	2466
zh26|tig00000377|15316-19158|-|	zh26	tig00000377	15316	19158	-	0.6	NA	NA	non-centromere	yes	no	no	no	no	no	4	delete	no	2L_1	18471147	2	eu	.	18471147	NA	Target	Motif:Jockey-3_Dmel_08212020	437	4275
a2|2L|18446950-18450817|+|	a2	2L	18446950	18450817	+	0.6	0	0	non-centromere	yes	no	no	no	no	no	4	keep	no	2L_1	18471147	2	eu	.	18471147	NA	Target	Motif:Jockey-3_Dmel_08212020	437	4302
t29a|tig00000014|9348840-9352890|+|	t29a	tig00000014	9348840	9352890	+	0.7	7	4	non-centromere	yes	no	no	no	no	yes	0	keep	no	3L_1	7603372	3	eu	.	7603372	present	Target	Motif:Jockey-3_Dmel_08212020	261	4301
i23|tig00001205|27129-31403|-|	i23	tig00001205	27129	31403	-	0.8	5	4	non-centromere	yes	no	no	no	no	no	0	keep	no	2L_2	372220	2	eu	.	23266930	NA	Target	Motif:Jockey-3_Dmel_08212020	19	4275
a2|2R|5638149-5642101|-|	a2	2R	5638149	5642101	-	0.7	3	1	non-centromere	yes	yes	no	no	no	no	0	keep	no	2R_21	2341474	2	eu	.	30906664	NA	Target	Motif:Jockey-3_Dmel_08212020	344	4296
b2|2L|8562589-8563472|-|	b2	2L	8562589	8563472	-	0.3	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	2L_1	8582772	2	eu	.	8582772	NA	Target	Motif:Jockey-3_Dmel_08212020	3394	4276
t29a|tig00000014|16377999-16380700|+|	t29a	tig00000014	16377999	16380700	+	0.6	4	4	non-centromere	yes	no	no	no	no	no	0	keep	yes	3L_1	15917175	3	eu	.	15917175	NA	Target	Motif:Jockey-3_Dmel_08212020	1608	4302
ISO1|2R_21|21088229-21090148|+|	ISO1	2R_21	21088229	21090148	+	0.7	3	3	non-centromere	yes	yes	no	no	no	no	0	keep	no	2R_21	21088229	2	eu	.	49653419	NA	Target	Motif:Jockey-3_Dmel_08212020	2377	4295
zh26|tig00002400|537107-541158|-|	zh26	tig00002400	537107	541158	-	0.7	2	1	non-centromere	yes	no	yes	no	yes	no	0	keep	no	2R_21	1205661	2	het	.	29770851	present	Target	Motif:Jockey-3_Dmel_08212020	231	4275
zh26|tig00002602|47658-49402|-|	zh26	tig00002602	47658	49402	-	0.5	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	3R_28	22030908	3	eu	.	57886373	NA	Target	Motif:Jockey-3_Dmel_08212020	2534	4275
zh26|tig00001621|10326-14648|-|	zh26	tig00001621	10326	14648	-	0.8	0	0	non-centromere	yes	yes	yes	yes	yes	no	0	keep	no	unknown	NA	NA	NA	NA	NA	unknown	Target	Motif:Jockey-3_Dmel_08212020	1	4275
zh26|tig00000361|21086-24824|-|	zh26	tig00000361	21086	24824	-	0.7	3	1	non-centromere	yes	no	no	no	no	no	0	keep	no	2L_1	18336556	2	eu	.	18336556	NA	Target	Motif:Jockey-3_Dmel_08212020	544	4275
b1|3L|26839311-26843648|+|	b1	3L	26839311	26843648	+	0.8	0	0	non-centromere	yes	yes	yes	yes	no	no	0	keep	no	3L_10	408611	3	het	.	27974817	present	Target	Motif:Jockey-3_Dmel_08212020	1	4295
t29a|tig00000014|11053460-11057668|-|	t29a	tig00000014	11053460	11057668	-	0.9	NA	NA	non-centromere	yes	no	no	no	no	no	2	delete	no	3L_1	10214765	3	eu	.	10214765	NA	Target	Motif:Jockey-3_Dmel_08212020	81	4275
zh26|tig00000009|15510-19752|-|	zh26	tig00000009	15510	19752	-	0.9	11	8	non-centromere	yes	no	yes	no	yes	no	2	keep	no	3L_1	10214768	3	eu	.	10214768	present	Target	Motif:Jockey-3_Dmel_08212020	81	4297
a2|U_62|41088-42713|-|	a2	U_62	41088	42713	-	0.7	1	1	centromere	yes	no	no	no	no	no	0	keep	no	Contig79	7744	X	het	centromere	25232010	NA	Target	Motif:Jockey-3_Dmel_08212020	2638	4275
zh26|tig00002518|24170-25976|+|	zh26	tig00002518	24170	25976	+	0.7	6	6	non-centromere	yes	no	no	no	no	no	0	keep	no	3R_28	13651658	3	eu	.	49507123	NA	Target	Motif:Jockey-3_Dmel_08212020	2493	4294
t29a|tig00000260|32927-34682|+|	t29a	tig00000260	32927	34682	+	1	11	10	non-centromere	yes	yes	no	no	no	no	0	keep	no	unknown	NA	NA	NA	NA	NA	unknown	Target	Motif:Jockey-3_Dmel_08212020	2475	4211
b4|3R|1840215-1843725|+|	b4	3R	1840215	1843725	+	0.6	0	0	non-centromere	yes	no	no	no	no	no	0	keep	yes	3_scaffold1	771413	3	het	.	33148969	NA	Target	Motif:Jockey-3_Dmel_08212020	792	4302
a4|2L|13494805-13497901|-|	a4	2L	13494805	13497901	-	0.6	0	0	non-centromere	yes	no	no	no	no	yes	6	keep	yes	2L_1	13557941	2	eu	.	13557941	present	Target	Motif:Jockey-3_Dmel_08212020	1181	4275
ore|2L|13527869-13530965|-|	ore	2L	13527869	13530965	-	0.6	NA	NA	non-centromere	yes	no	no	no	no	yes	6	delete	yes	2L_1	13557941	2	eu	.	13557941	present	Target	Motif:Jockey-3_Dmel_08212020	1181	4275
a2|2L|15429310-15431588|-|	a2	2L	15429310	15431588	-	0.7	0	0	non-centromere	yes	no	no	no	no	no	0	keep	yes	2L_1	15437645	2	eu	.	15437645	NA	Target	Motif:Jockey-3_Dmel_08212020	1998	4275
a4|3L|12860579-12862322|-|	a4	3L	12860579	12862322	-	0.6	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3L_1	12895299	3	eu	.	12895299	NA	Target	Motif:Jockey-3_Dmel_08212020	2533	4275
b4|3R|8091591-8093074|+|	b4	3R	8091591	8093074	+	0.6	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3R_28	4127330	3	eu	.	39982795	NA	Target	Motif:Jockey-3_Dmel_08212020	2816	4298
a4|2R|15423437-15424970|-|	a4	2R	15423437	15424970	-	0.6	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	2R_21	12003949	2	eu	.	40569139	NA	Target	Motif:Jockey-3_Dmel_08212020	2743	4275
zh26|tig00002422|58913-63215|-|	zh26	tig00002422	58913	63215	-	0.7	3	2	non-centromere	yes	no	no	no	no	no	0	keep	no	2R_21	195157	2	het	.	28760347	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4292
a2|U_44|13132-13875|+|	a2	U_44	13132	13875	+	0.5	2	1	non-centromere	yes	no	no	no	no	no	0	keep	no	3R_28	17919436	3	eu	.	53774901	NA	Target	Motif:Jockey-3_Dmel_08212020	3561	4303
a2|U_62|42804-46456|-|	a2	U_62	42804	46456	-	0.6	2	0	centromere	yes	no	no	no	no	no	0	keep	no	Contig79	7743	X	het	centromere	25232009	NA	Target	Motif:Jockey-3_Dmel_08212020	581	4275
ISO1|Y_Contig26|40804-42451|-|	ISO1	Y_Contig26	40804	42451	-	1.5	8	8	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	40804	Y	het	centromere	10014899	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	4283
ISO1|Y_Contig26|43612-45220|-|	ISO1	Y_Contig26	43612	45220	-	1.2	6	6	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	43612	Y	het	centromere	10017707	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	4293
ISO1|Y_Contig26|79253-83324|+|	ISO1	Y_Contig26	79253	83324	+	1.4	23	18	centromere	no	yes	yes	yes	no	no	0	keep	no	Y_Contig26	79253	Y	het	centromere	10053348	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4113
n25|tig00000428|36193-37085|+|	n25	tig00000428	36193	37085	+	1.5	NA	NA	non-centromere	yes	no	no	no	no	no	12	delete	no	2L_1	20293685	2	eu	.	20293685	NA	Target	Motif:Jockey-3_Dmel_08212020	3408	4299
ISO1|Contig119|42262-42723|-|	ISO1	Contig119	42262	42723	-	3.9	4	3	centromere	no	no	no	no	no	no	0	keep	no	Contig119	42262	4	het	centromere	42262	NA	Target	Motif:Jockey-3_Dmel_08212020	3697	4212
ISO1|Contig119|44016-44827|-|	ISO1	Contig119	44016	44827	-	2.2	4	4	centromere	no	no	no	no	no	no	0	keep	no	Contig119	44016	4	het	centromere	44016	NA	Target	Motif:Jockey-3_Dmel_08212020	3360	4188
ISO1|Contig119|57527-58081|-|	ISO1	Contig119	57527	58081	-	2.9	7	6	centromere	no	no	no	no	no	no	0	keep	no	Contig119	57527	4	het	centromere	57527	NA	Target	Motif:Jockey-3_Dmel_08212020	3736	4289
ISO1|Contig119|60764-62054|+|	ISO1	Contig119	60764	62054	+	4.3	32	31	centromere	no	no	no	no	no	no	0	keep	no	Contig119	60764	4	het	centromere	60764	NA	Target	Motif:Jockey-3_Dmel_08212020	2930	4288
ISO1|3L_1|21345681-21346585|+|	ISO1	3L_1	21345681	21346585	+	2.1	2	2	non-centromere	no	no	no	no	no	no	0	keep	no	3L_1	21345681	3	eu	.	21345681	NA	Target	Motif:Jockey-3_Dmel_08212020	3392	4295
i23|tig00000147|430615-431523|-|	i23	tig00000147	430615	431523	-	1.5	1	1	non-centromere	no	no	no	no	no	no	0	keep	no	3L_1	21345682	3	eu	.	21345682	NA	Target	Motif:Jockey-3_Dmel_08212020	3392	4298
ISO1|Y_Contig26|122318-123015|+|	ISO1	Y_Contig26	122318	123015	+	2.4	10	10	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	122318	Y	het	centromere	10096413	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3386
ISO1|Y_Contig26|34816-35402|-|	ISO1	Y_Contig26	34816	35402	-	4.4	13	13	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	34816	Y	het	centromere	10008911	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3229
ISO1|Y_Contig26|48018-49139|-|	ISO1	Y_Contig26	48018	49139	-	4	11	11	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	48018	Y	het	centromere	10022113	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3724
ISO1|Y_Contig26|50097-51127|-|	ISO1	Y_Contig26	50097	51127	-	4.5	7	7	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	50097	Y	het	centromere	10024192	NA	Target	Motif:Jockey-3_Dmel_08212020	2694	3724
ISO1|Y_Contig26|46362-47070|-|	ISO1	Y_Contig26	46362	47070	-	4.1	7	7	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	46362	Y	het	centromere	10020457	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3312
ISO1|Y_Contig26|64225-65893|-|	ISO1	Y_Contig26	64225	65893	-	1.8	2	2	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	64225	Y	het	centromere	10038320	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	4273
ISO1|Y_Contig26|66860-68529|-|	ISO1	Y_Contig26	66860	68529	-	1.9	4	4	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	66860	Y	het	centromere	10040955	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	4273
t29a|tig00002049|1118178-1118655|+|	t29a	tig00002049	1118178	1118655	+	0.2	NA	NA	non-centromere	yes	no	no	no	no	yes	14	delete	no	3L_1	20030522	3	eu	.	20030522	present	Target	Motif:Jockey-3_Dmel_08212020	3828	4303
ISO1|Y_Contig26|51159-52825|-|	ISO1	Y_Contig26	51159	52825	-	2.2	8	8	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	51159	Y	het	centromere	10025254	NA	Target	Motif:Jockey-3_Dmel_08212020	2605	4274
ISO1|Y_Contig26|70314-71296|-|	ISO1	Y_Contig26	70314	71296	-	3.8	4	4	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	70314	Y	het	centromere	10044409	NA	Target	Motif:Jockey-3_Dmel_08212020	2747	3724
ISO1|Y_Contig26|62074-63185|-|	ISO1	Y_Contig26	62074	63185	-	3.7	2	2	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	62074	Y	het	centromere	10036169	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3724
ISO1|Y_Contig26|53318-54286|-|	ISO1	Y_Contig26	53318	54286	-	3.4	1	1	centromere	no	no	no	no	no	yes	0	keep	no	Y_Contig26	53318	Y	het	centromere	10027413	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3573
ISO1|Y_Contig26|54779-55747|-|	ISO1	Y_Contig26	54779	55747	-	3.3	0	0	centromere	no	no	no	no	no	yes	0	keep	no	Y_Contig26	54779	Y	het	centromere	10028874	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3573
ISO1|Y_Contig26|56699-57824|-|	ISO1	Y_Contig26	56699	57824	-	4	1	1	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	56699	Y	het	centromere	10030794	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3724
ISO1|Y_Contig26|58779-59720|-|	ISO1	Y_Contig26	58779	59720	-	3.8	3	3	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	58779	Y	het	centromere	10032874	NA	Target	Motif:Jockey-3_Dmel_08212020	2747	3724
ISO1|Y_Contig26|113043-113592|-|	ISO1	Y_Contig26	113043	113592	-	4.3	4	4	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	113043	Y	het	centromere	10087138	NA	Target	Motif:Jockey-3_Dmel_08212020	3199	3807
ISO1|Y_Contig26|116339-117458|-|	ISO1	Y_Contig26	116339	117458	-	4.1	14	14	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	116339	Y	het	centromere	10090434	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3724
ISO1|Y_Contig26|77946-79030|-|	ISO1	Y_Contig26	77946	79030	-	3.9	8	8	centromere	no	yes	no	no	no	no	0	keep	no	Y_Contig26	77946	Y	het	centromere	10052041	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3724
ISO1|Y_Contig26|87593-88264|-|	ISO1	Y_Contig26	87593	88264	-	3.7	0	0	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	87593	Y	het	centromere	10061688	NA	Target	Motif:Jockey-3_Dmel_08212020	2957	3724
ISO1|Y_Contig26|92623-93294|-|	ISO1	Y_Contig26	92623	93294	-	3.7	0	0	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	92623	Y	het	centromere	10066718	NA	Target	Motif:Jockey-3_Dmel_08212020	2957	3724
ISO1|Y_Contig26|100126-101150|-|	ISO1	Y_Contig26	100126	101150	-	4	6	6	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	100126	Y	het	centromere	10074221	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3644
ISO1|Y_Contig26|72051-72654|-|	ISO1	Y_Contig26	72051	72654	-	4	1	1	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	72051	Y	het	centromere	10046146	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3237
ISO1|Y_Contig26|60475-61078|-|	ISO1	Y_Contig26	60475	61078	-	3.6	0	0	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	60475	Y	het	centromere	10034570	NA	Target	Motif:Jockey-3_Dmel_08212020	2604	3237
ISO1|Contig79|40081-41133|-|	ISO1	Contig79	40081	41133	-	1.9	20	NA	centromere	no	yes	yes	yes	no	no	0	keep	no	Contig79	40081	X	het	centromere	25264347	NA	Target	Motif:Jockey-3_Dmel_08212020	3	1052
ISO1|tig00057289|6480-7863|+|	ISO1	tig00057289	6480	7863	+	2.1	13	NA	centromere	no	yes	no	yes	no	no	0	keep	no	tig00057289	6480	2	het	centromere	23745630	NA	Target	Motif:Jockey-3_Dmel_08212020	1	1412
ISO1|X_3|0-433|+|	ISO1	X_3	0	433	+	2.5	0	0	non-centromere	no	no	no	no	no	no	0	keep	no	X_3	0	X	eu	.	23094481	NA	Target	Motif:Jockey-3_Dmel_08212020	3867	4299
ISO1|X_7|135043-136795|-|	ISO1	X_7	135043	136795	-	2.4	7	7	non-centromere	no	no	no	no	no	no	0	keep	no	X_7	135043	X	eu	.	23350042	NA	Target	Motif:Jockey-3_Dmel_08212020	2550	4299
ISO1|2R_20|1275288-1276850|+|	ISO1	2R_20	1275288	1276850	+	2.2	6	5	non-centromere	no	no	no	no	no	no	0	keep	no	2R_20	1275288	2	het	.	27773936	NA	Target	Motif:Jockey-3_Dmel_08212020	2719	4301
ISO1|2L_1|20247585-20248096|-|	ISO1	2L_1	20247585	20248096	-	4.9	9	9	non-centromere	no	no	no	no	no	no	0	keep	no	2L_1	20247585	2	eu	.	20247585	NA	Target	Motif:Jockey-3_Dmel_08212020	2451	3006
Jockey-3_Dsim_06182020	Jockey-3_Dsim_06182020	NA	NA	NA	NA	NA	290	48	outgroup	outgroup	outgroup	outgroup	outgroup	outgroup	outgroup	outgroup	keep	no	outgroup	NA	outgroup	outgroup	outgroup	NA	NA	NA	NA	NA	NA
ISO1|2L_1|20246960-20247585|-|	ISO1	2L_1	20246960	20247585	-	6.4	10	10	non-centromere	no	no	yes	no	yes	no	0	keep	no	2L_1	20246960	2	eu	.	20246960	NA	Target	Motif:Jockey-3_Dmel_08212020	3187	3829
ISO1|2L_1|20248093-20249401|-|	ISO1	2L_1	20248093	20249401	-	5.4	11	2	non-centromere	no	no	no	no	no	no	0	keep	no	2L_1	20248093	2	eu	.	20248093	NA	Target	Motif:Jockey-3_Dmel_08212020	727	2067
